Row_ID;Order_ID;Order_Date;Ship_Date;Ship_Mode;Customer_ID;Country;City;State;Postal_Code;Region;Product_ID; Sales ;Quantity;Discount;Profit
8768;CA-2015-107083;21/11/2015;27/11/2015;Standard Class;BB-11545;United States;Fort Worth;Texas;76106;Central;OFF-BI-10002194; 7,980 ;5;0,8;-13,167
21;CA-2014-143336;27/08/2014;01/09/2014;Second Class;ZD-21925;United States;San Francisco;California;94109;West;OFF-BI-10002215; 22,720 ;4;0,2;7,384
3424;CA-2016-134803;28/05/2016;03/06/2016;Standard Class;CL-12565;United States;Los Angeles;California;90004;West;OFF-BI-10002215; 22,720 ;4;0,2;7,384
4173;CA-2016-152163;01/07/2016;01/07/2016;Same Day;JF-15355;United States;Columbia;South Carolina;29203;South;OFF-BI-10002215; 14,200 ;2;0;6,532
5155;US-2015-124219;07/08/2015;08/08/2015;First Class;KW-16570;United States;Kirkwood;Missouri;63122;Central;OFF-BI-10002215; 28,400 ;4;0;13,064
6613;CA-2015-107678;21/04/2015;28/04/2015;Standard Class;JK-16090;United States;Louisville;Kentucky;40214;South;OFF-BI-10002215; 21,300 ;3;0;9,798
7530;US-2017-106145;26/09/2017;26/09/2017;Same Day;RA-19885;United States;San Francisco;California;94109;West;OFF-BI-10002215; 17,040 ;3;0,2;5,538
9019;CA-2016-161361;26/03/2016;28/03/2016;Second Class;MV-17485;United States;Pocatello;Idaho;83201;West;OFF-BI-10002215; 17,040 ;3;0,2;5,538
383;CA-2016-134775;28/10/2016;29/10/2016;First Class;AS-10285;United States;San Francisco;California;94109;West;OFF-BI-10002225; 49,536 ;3;0,2;17,338
2027;CA-2016-113516;08/09/2016;10/09/2016;Second Class;VM-21685;United States;Lancaster;California;93534;West;OFF-BI-10002225; 33,024 ;2;0,2;11,558
3370;CA-2015-115511;21/11/2015;25/11/2015;Standard Class;NW-18400;United States;Las Vegas;Nevada;89115;West;OFF-BI-10002225; 66,048 ;4;0,2;23,117
3744;CA-2016-137848;15/01/2016;21/01/2016;Standard Class;WB-21850;United States;New York City;New York;10011;East;OFF-BI-10002225; 49,536 ;3;0,2;17,338
5636;CA-2017-123022;03/09/2017;08/09/2017;Standard Class;SC-20050;United States;La Mesa;California;91941;West;OFF-BI-10002225; 82,560 ;5;0,2;28,896
6907;CA-2017-149468;20/05/2017;20/05/2017;Same Day;AR-10405;United States;Trenton;Michigan;48183;Central;OFF-BI-10002225; 41,280 ;2;0;19,814
8460;CA-2014-126200;25/08/2014;29/08/2014;Standard Class;JE-15715;United States;Houston;Texas;77070;Central;OFF-BI-10002225; 12,384 ;3;0,8;-19,814
81;CA-2016-127208;12/06/2016;15/06/2016;First Class;SC-20770;United States;Decatur;Alabama;35601;South;OFF-BI-10002309; 16,740 ;3;0;8,035
2992;CA-2016-139010;21/02/2016;26/02/2016;Second Class;MC-17635;United States;Los Angeles;California;90032;West;OFF-BI-10002309; 31,248 ;7;0,2;10,937
4803;US-2016-148901;14/05/2016;19/05/2016;Standard Class;MK-17905;United States;Jacksonville;Florida;32216;South;OFF-BI-10002309; 13,392 ;8;0,7;-9,821
7925;CA-2016-125843;13/08/2016;16/08/2016;First Class;RF-19840;United States;Springfield;Virginia;22153;South;OFF-BI-10002309; 22,320 ;4;0;10,714
8468;CA-2016-168557;19/09/2016;23/09/2016;Standard Class;FH-14275;United States;San Francisco;California;94122;West;OFF-BI-10002309; 8,928 ;2;0,2;3,125
9825;US-2014-164406;15/08/2014;19/08/2014;Standard Class;BD-11605;United States;San Francisco;California;94122;West;OFF-BI-10002309; 17,856 ;4;0,2;6,25
1663;CA-2017-144526;30/04/2017;06/05/2017;Standard Class;QJ-19255;United States;Philadelphia;Pennsylvania;19143;East;OFF-BI-10002353; 13,896 ;3;0,7;-9,264
2174;CA-2016-112025;30/07/2016;04/08/2016;Standard Class;LS-16975;United States;Houston;Texas;77070;Central;OFF-BI-10002353; 9,264 ;3;0,8;-13,896
5874;CA-2017-133095;04/06/2017;04/06/2017;Same Day;EH-14005;United States;Jonesboro;Arkansas;72401;South;OFF-BI-10002353; 108,080 ;7;0;54,04
5908;US-2016-113985;02/12/2016;07/12/2016;Standard Class;KD-16495;United States;San Jose;California;95123;West;OFF-BI-10002353; 24,704 ;2;0,2;9,264
6129;US-2014-158400;25/10/2014;28/10/2014;First Class;AH-10030;United States;San Francisco;California;94109;West;OFF-BI-10002353; 49,408 ;4;0,2;18,528
7231;CA-2017-153843;13/03/2017;15/03/2017;First Class;SC-20380;United States;Fairfield;Connecticut;6824;East;OFF-BI-10002353; 30,880 ;2;0;15,44
7421;US-2016-114013;13/03/2016;15/03/2016;Second Class;SC-20770;United States;Philadelphia;Pennsylvania;19134;East;OFF-BI-10002353; 23,160 ;5;0,7;-15,44
7779;CA-2014-166961;27/12/2014;31/12/2014;Standard Class;CD-12790;United States;Moreno Valley;California;92553;West;OFF-BI-10002353; 37,056 ;3;0,2;13,896
7861;CA-2017-152261;02/03/2017;06/03/2017;Standard Class;JA-15970;United States;Cuyahoga Falls;Ohio;44221;East;OFF-BI-10002353; 18,528 ;4;0,7;-12,352
8919;US-2016-144057;09/05/2016;13/05/2016;Standard Class;CV-12805;United States;Austin;Texas;78745;Central;OFF-BI-10002353; 18,528 ;6;0,8;-27,792
9512;CA-2014-130575;14/12/2014;16/12/2014;First Class;CS-11845;United States;Chicago;Illinois;60623;Central;OFF-BI-10002353; 9,264 ;3;0,8;-13,896
1988;CA-2015-127509;09/11/2015;13/11/2015;Standard Class;AS-10090;United States;Springfield;Missouri;65807;Central;OFF-BI-10002393; 17,220 ;3;0;7,921
3459;CA-2017-136448;16/09/2017;18/09/2017;First Class;AS-10090;United States;Philadelphia;Pennsylvania;19143;East;OFF-BI-10002393; 3,444 ;2;0,7;-2,755
4530;CA-2016-134691;14/11/2016;18/11/2016;Standard Class;KC-16540;United States;Houston;Texas;77041;Central;OFF-BI-10002393; 2,296 ;2;0,8;-3,903
4830;CA-2016-152408;15/05/2016;21/05/2016;Standard Class;TT-21220;United States;New York City;New York;10035;East;OFF-BI-10002393; 13,776 ;3;0,2;4,477
4921;CA-2017-101728;19/08/2017;23/08/2017;Standard Class;SC-20575;United States;Chicago;Illinois;60653;Central;OFF-BI-10002393; 2,296 ;2;0,8;-3,903
8294;US-2017-168802;03/11/2017;07/11/2017;Standard Class;JO-15145;United States;Seattle;Washington;98103;West;OFF-BI-10002393; 18,368 ;4;0,2;5,97
367;CA-2016-155516;21/10/2016;21/10/2016;Same Day;MK-17905;United States;Manchester;Connecticut;6040;East;OFF-BI-10002412; 23,200 ;4;0;10,44
1458;CA-2015-111297;17/08/2015;21/08/2015;Standard Class;SC-20440;United States;New Bedford;Massachusetts;2740;East;OFF-BI-10002412; 52,200 ;9;0;23,49
7452;CA-2017-105669;17/09/2017;22/09/2017;Second Class;SJ-20125;United States;Houston;Texas;77036;Central;OFF-BI-10002412; 5,800 ;5;0,8;-10,15
7894;CA-2017-125367;23/07/2017;30/07/2017;Standard Class;NM-18445;United States;New York City;New York;10011;East;OFF-BI-10002412; 13,920 ;3;0,2;4,35
9080;CA-2016-108105;16/02/2016;23/02/2016;Standard Class;GW-14605;United States;Henderson;Kentucky;42420;South;OFF-BI-10002412; 5,800 ;1;0;2,61
1687;CA-2017-149489;24/04/2017;27/04/2017;First Class;DK-12835;United States;Philadelphia;Pennsylvania;19143;East;OFF-BI-10002414; 7,518 ;2;0,7;-5,764
3958;CA-2016-156573;29/05/2016;02/06/2016;Standard Class;RB-19360;United States;Nashville;Tennessee;37211;South;OFF-BI-10002414; 11,277 ;3;0,7;-8,646
4071;CA-2016-145303;28/08/2016;31/08/2016;First Class;TP-21415;United States;Dallas;Texas;75081;Central;OFF-BI-10002414; 10,024 ;4;0,8;-16,54
5890;CA-2016-166625;14/04/2016;17/04/2016;First Class;JM-15580;United States;Baltimore;Maryland;21215;East;OFF-BI-10002414; 25,060 ;2;0;11,778
7634;US-2017-158526;29/12/2017;01/01/2018;Second Class;KH-16360;United States;Louisville;Kentucky;40214;South;OFF-BI-10002414; 12,530 ;1;0;5,889
537;US-2017-122637;03/09/2017;08/09/2017;Second Class;EP-13915;United States;Chicago;Illinois;60653;Central;OFF-BI-10002429; 42,616 ;7;0,8;-68,186
2513;CA-2017-155089;02/12/2017;06/12/2017;Standard Class;DB-12910;United States;Tampa;Florida;33614;South;OFF-BI-10002429; 45,660 ;5;0,7;-33,484
3285;CA-2014-103702;12/09/2014;17/09/2014;Standard Class;AF-10885;United States;Fairfield;Ohio;45014;East;OFF-BI-10002429; 63,924 ;7;0,7;-46,878
4513;CA-2016-118969;02/10/2016;03/10/2016;First Class;LP-17095;United States;Phoenix;Arizona;85023;West;OFF-BI-10002429; 54,792 ;6;0,7;-40,181
5394;US-2014-123183;19/11/2014;25/11/2014;Standard Class;GR-14560;United States;Wilmington;Delaware;19805;East;OFF-BI-10002429; 213,080 ;7;0;102,278
6649;US-2017-124779;08/09/2017;11/09/2017;First Class;BF-11020;United States;Arlington;Texas;76017;Central;OFF-BI-10002429; 42,616 ;7;0,8;-68,186
8650;CA-2016-164574;29/07/2016;03/08/2016;Standard Class;RH-19555;United States;Charlotte;North Carolina;28205;South;OFF-BI-10002429; 27,396 ;3;0,7;-20,09
8874;US-2014-105137;10/10/2014;10/10/2014;Same Day;RB-19435;United States;Columbus;Ohio;43229;East;OFF-BI-10002429; 18,264 ;2;0,7;-13,394
9822;CA-2015-162201;08/06/2015;12/06/2015;Standard Class;AG-10495;United States;Saint Petersburg;Florida;33710;South;OFF-BI-10002429; 18,264 ;2;0,7;-13,394
1214;US-2017-118087;09/09/2017;13/09/2017;Standard Class;SP-20620;United States;Philadelphia;Pennsylvania;19134;East;OFF-BI-10002432; 3,036 ;2;0,7;-2,328
4280;US-2016-107440;16/04/2016;20/04/2016;Standard Class;BS-11365;United States;Lakewood;New Jersey;8701;East;OFF-BI-10002432; 25,300 ;5;0;11,891
5137;CA-2015-146696;14/12/2015;19/12/2015;Standard Class;RD-19480;United States;San Diego;California;92105;West;OFF-BI-10002432; 8,096 ;2;0,2;2,732
6476;CA-2017-140872;03/06/2017;10/06/2017;Standard Class;NR-18550;United States;Pembroke Pines;Florida;33024;South;OFF-BI-10002432; 4,554 ;3;0,7;-3,491
7062;CA-2015-132633;03/02/2015;05/02/2015;Second Class;KH-16630;United States;Pleasant Grove;Utah;84062;West;OFF-BI-10002432; 12,144 ;3;0,2;4,099
7283;CA-2017-155936;22/06/2017;29/06/2017;Standard Class;JK-15730;United States;Chicago;Illinois;60653;Central;OFF-BI-10002432; 3,036 ;3;0,8;-5,009
8461;CA-2014-146500;30/08/2014;04/09/2014;Standard Class;AT-10735;United States;Bristol;Connecticut;6010;East;OFF-BI-10002432; 25,300 ;5;0;11,891
9114;CA-2014-132010;13/10/2014;15/10/2014;First Class;MA-17995;United States;Richmond;Virginia;23223;South;OFF-BI-10002432; 15,180 ;3;0;7,135
2389;CA-2015-145065;12/12/2015;15/12/2015;First Class;DK-13375;United States;San Diego;California;92105;West;OFF-BI-10002437; 24,448 ;2;0,2;8,862
8062;CA-2015-156013;20/09/2015;26/09/2015;Standard Class;TC-20980;United States;Long Beach;New York;11561;East;OFF-BI-10002437; 24,448 ;2;0,2;8,862
9587;CA-2016-108630;18/11/2016;18/11/2016;Same Day;BE-11410;United States;Concord;California;94521;West;OFF-BI-10002437; 61,120 ;5;0,2;22,156
497;CA-2016-126158;25/07/2016;31/07/2016;Standard Class;SC-20095;United States;Costa Mesa;California;92627;West;OFF-BI-10002498; 119,616 ;8;0,2;40,37
591;US-2016-156986;20/03/2016;24/03/2016;Standard Class;ZC-21910;United States;Salem;Oregon;97301;West;OFF-BI-10002498; 16,821 ;3;0,7;-12,896
1803;CA-2017-158379;22/09/2017;26/09/2017;Second Class;JA-15970;United States;Philadelphia;Pennsylvania;19134;East;OFF-BI-10002498; 5,607 ;1;0,7;-4,299
5032;CA-2017-139304;29/01/2017;02/02/2017;Standard Class;VG-21790;United States;San Francisco;California;94109;West;OFF-BI-10002498; 119,616 ;8;0,2;40,37
6748;CA-2017-100230;11/12/2017;15/12/2017;Standard Class;AA-10375;United States;New York City;New York;10035;East;OFF-BI-10002498; 14,952 ;1;0,2;5,046
7229;CA-2014-157546;20/07/2014;22/07/2014;First Class;RD-19720;United States;San Francisco;California;94122;West;OFF-BI-10002498; 89,712 ;6;0,2;30,278
7313;CA-2015-162761;09/10/2015;13/10/2015;Standard Class;SC-20575;United States;Miami;Florida;33178;South;OFF-BI-10002498; 11,214 ;2;0,7;-8,597
274;CA-2015-155334;30/07/2015;31/07/2015;First Class;HA-14920;United States;San Francisco;California;94109;West;OFF-BI-10002557; 10,920 ;3;0,2;4,095
535;CA-2016-168753;29/05/2016;01/06/2016;Second Class;RL-19615;United States;Montgomery;Alabama;36116;South;OFF-BI-10002557; 22,750 ;5;0;11,375
2932;CA-2015-168564;08/08/2015;08/08/2015;Same Day;TT-21220;United States;San Francisco;California;94109;West;OFF-BI-10002557; 7,280 ;2;0,2;2,73
3193;CA-2017-158953;04/06/2017;08/06/2017;Standard Class;ML-18040;United States;Missouri City;Texas;77489;Central;OFF-BI-10002557; 6,370 ;7;0,8;-9,555
6598;CA-2014-169257;06/06/2014;12/06/2014;Standard Class;SV-20785;United States;Jacksonville;Florida;32216;South;OFF-BI-10002557; 1,365 ;1;0,7;-0,91
7274;US-2016-150357;10/10/2016;14/10/2016;Standard Class;EB-13975;United States;Greensboro;North Carolina;27405;South;OFF-BI-10002557; 4,095 ;3;0,7;-2,73
8490;CA-2016-158841;02/02/2016;04/02/2016;Second Class;SE-20110;United States;Arlington;Virginia;22204;South;OFF-BI-10002557; 36,400 ;8;0;18,2
9249;CA-2016-127761;10/11/2016;14/11/2016;Standard Class;SW-20275;United States;New York City;New York;10009;East;OFF-BI-10002557; 3,640 ;1;0,2;1,365
2062;CA-2014-106439;31/10/2014;04/11/2014;Standard Class;GG-14650;United States;Los Angeles;California;90049;West;OFF-BI-10002571; 15,968 ;2;0,2;5,389
3833;US-2015-111927;14/11/2015;19/11/2015;Standard Class;LS-17230;United States;Dover;Delaware;19901;East;OFF-BI-10002571; 19,960 ;2;0;9,381
3895;US-2014-112200;22/11/2014;28/11/2014;Standard Class;TC-21475;United States;Bolingbrook;Illinois;60440;Central;OFF-BI-10002571; 9,980 ;5;0,8;-16,467
4188;CA-2017-112536;18/05/2017;23/05/2017;Standard Class;SG-20890;United States;Mcallen;Texas;78501;Central;OFF-BI-10002571; 1,996 ;1;0,8;-3,293
4835;CA-2017-167661;05/10/2017;10/10/2017;Standard Class;MP-18175;United States;San Francisco;California;94110;West;OFF-BI-10002571; 39,920 ;5;0,2;13,473
7644;US-2016-157490;06/10/2016;07/10/2016;First Class;LB-16795;United States;Pueblo;Colorado;81001;West;OFF-BI-10002571; 11,976 ;4;0,7;-9,182
102;CA-2016-158568;29/08/2016;02/09/2016;Standard Class;RB-19465;United States;Chicago;Illinois;60610;Central;OFF-BI-10002609; 1,788 ;3;0,8;-3,04
1113;US-2016-110156;19/11/2016;24/11/2016;Standard Class;EH-13945;United States;Houston;Texas;77041;Central;OFF-BI-10002609; 1,192 ;2;0,8;-2,026
3765;CA-2017-125878;25/02/2017;02/03/2017;Standard Class;MH-18025;United States;Chicago;Illinois;60623;Central;OFF-BI-10002609; 1,788 ;3;0,8;-3,04
7471;CA-2015-100734;15/09/2015;20/09/2015;Standard Class;AC-10615;United States;Philadelphia;Pennsylvania;19143;East;OFF-BI-10002609; 3,576 ;4;0,7;-2,861
8221;CA-2014-120775;03/10/2014;07/10/2014;Standard Class;RD-19930;United States;Dallas;Texas;75217;Central;OFF-BI-10002609; 1,788 ;3;0,8;-3,04
9243;CA-2014-113271;09/07/2014;14/07/2014;Standard Class;DS-13030;United States;San Francisco;California;94122;West;OFF-BI-10002609; 14,304 ;6;0,2;4,649
9631;CA-2016-168844;31/05/2016;06/06/2016;Standard Class;NM-18520;United States;New York City;New York;10011;East;OFF-BI-10002609; 7,152 ;3;0,2;2,324
303;CA-2016-142545;28/10/2016;03/11/2016;Standard Class;JD-15895;United States;Belleville;New Jersey;7109;East;OFF-BI-10002706; 14,280 ;1;0;6,569
918;US-2014-141215;15/06/2014;21/06/2014;Standard Class;KL-16555;United States;San Antonio;Texas;78207;Central;OFF-BI-10002706; 8,568 ;3;0,8;-14,566
3008;CA-2014-130729;24/10/2014;29/10/2014;Standard Class;AA-10375;United States;Rancho Cucamonga;California;91730;West;OFF-BI-10002706; 34,272 ;3;0,2;11,138
4120;CA-2015-153416;24/11/2015;29/11/2015;Standard Class;TS-21340;United States;Los Angeles;California;90036;West;OFF-BI-10002706; 91,392 ;8;0,2;29,702
7782;CA-2015-132136;08/03/2015;12/03/2015;Standard Class;FO-14305;United States;Chicago;Illinois;60623;Central;OFF-BI-10002706; 8,568 ;3;0,8;-14,566
7919;CA-2015-152513;04/07/2015;08/07/2015;Second Class;JP-16135;United States;San Diego;California;92024;West;OFF-BI-10002706; 22,848 ;2;0,2;7,426
9472;CA-2017-102925;05/11/2017;10/11/2017;Second Class;CD-12280;United States;New York City;New York;10024;East;OFF-BI-10002706; 11,424 ;1;0,2;3,713
151;CA-2016-114489;05/12/2016;09/12/2016;Standard Class;JE-16165;United States;Franklin;Wisconsin;53132;Central;OFF-BI-10002735; 171,550 ;5;0;80,629
1056;CA-2015-110667;04/04/2015;08/04/2015;Standard Class;NF-18595;United States;New York City;New York;10009;East;OFF-BI-10002735; 82,344 ;3;0,2;27,791
1769;US-2014-158057;22/03/2014;26/03/2014;Standard Class;CC-12685;United States;Greensboro;North Carolina;27405;South;OFF-BI-10002735; 51,465 ;5;0,7;-39,457
2186;CA-2017-124576;01/08/2017;04/08/2017;Second Class;HK-14890;United States;Salinas;California;93905;West;OFF-BI-10002735; 54,896 ;2;0,2;18,527
2355;CA-2015-111514;31/08/2015;02/09/2015;First Class;SC-20260;United States;San Francisco;California;94122;West;OFF-BI-10002735; 137,240 ;5;0,2;46,319
3928;CA-2014-103940;17/09/2014;21/09/2014;Standard Class;BN-11515;United States;Seattle;Washington;98103;West;OFF-BI-10002735; 137,240 ;5;0,2;46,319
5597;CA-2015-159779;25/09/2015;29/09/2015;Standard Class;SB-20185;United States;Concord;New Hampshire;3301;East;OFF-BI-10002735; 68,620 ;2;0;32,251
6413;CA-2017-151211;17/08/2017;23/08/2017;Standard Class;AH-10120;United States;Louisville;Kentucky;40214;South;OFF-BI-10002735; 102,930 ;3;0;48,377
9467;CA-2017-102925;05/11/2017;10/11/2017;Second Class;CD-12280;United States;New York City;New York;10024;East;OFF-BI-10002735; 164,688 ;6;0,2;55,582
9937;CA-2017-132955;24/06/2017;28/06/2017;Standard Class;SC-20575;United States;Cranston;Rhode Island;2920;East;OFF-BI-10002735; 102,930 ;3;0;48,377
585;CA-2017-145233;01/12/2017;05/12/2017;Standard Class;DV-13465;United States;Denver;Colorado;80219;West;OFF-BI-10002764; 6,783 ;7;0,7;-4,748
2796;CA-2014-154599;12/04/2014;17/04/2014;Standard Class;KN-16450;United States;Redondo Beach;California;90278;West;OFF-BI-10002764; 18,088 ;7;0,2;6,557
4307;CA-2016-161095;28/06/2016;28/06/2016;Same Day;CS-12250;United States;Los Angeles;California;90032;West;OFF-BI-10002764; 7,752 ;3;0,2;2,81
5399;CA-2016-163202;27/09/2016;02/10/2016;Standard Class;BM-11650;United States;Lancaster;Ohio;43130;East;OFF-BI-10002764; 2,907 ;3;0,7;-2,035
6322;CA-2014-123316;13/10/2014;17/10/2014;Standard Class;SP-20545;United States;Mount Vernon;New York;10550;East;OFF-BI-10002764; 7,752 ;3;0,2;2,81
6967;CA-2016-157161;16/07/2016;20/07/2016;Second Class;JD-15895;United States;Columbia;South Carolina;29203;South;OFF-BI-10002764; 6,460 ;2;0;3,165
7718;CA-2015-149636;06/01/2015;12/01/2015;Standard Class;SP-20620;United States;Colorado Springs;Colorado;80906;West;OFF-BI-10002764; 1,938 ;2;0,7;-1,357
9668;CA-2016-126270;23/04/2016;27/04/2016;Standard Class;AF-10870;United States;San Clemente;California;92672;West;OFF-BI-10002764; 18,088 ;7;0,2;6,557
106;US-2015-156867;13/11/2015;17/11/2015;Standard Class;LC-16870;United States;Aurora;Colorado;80013;West;OFF-BI-10002794; 36,882 ;3;0,7;-25,817
5686;CA-2015-131072;05/11/2015;05/11/2015;Same Day;KL-16645;United States;Seattle;Washington;98105;West;OFF-BI-10002794; 98,352 ;3;0,2;35,653
6004;US-2017-146878;21/09/2017;27/09/2017;Standard Class;DL-12865;United States;Miami;Florida;33142;South;OFF-BI-10002794; 12,294 ;1;0,7;-8,606
6301;US-2014-161305;06/06/2014;12/06/2014;Standard Class;SB-20170;United States;Chicago;Illinois;60623;Central;OFF-BI-10002794; 24,588 ;3;0,8;-38,111
7145;US-2017-141558;11/03/2017;16/03/2017;Standard Class;MH-17290;United States;Philadelphia;Pennsylvania;19140;East;OFF-BI-10002794; 12,294 ;1;0,7;-8,606
8045;CA-2017-165008;15/09/2017;17/09/2017;Second Class;DO-13645;United States;Salt Lake City;Utah;84106;West;OFF-BI-10002794; 295,056 ;9;0,2;106,958
8840;CA-2014-153808;06/04/2014;10/04/2014;Second Class;FH-14275;United States;Los Angeles;California;90004;West;OFF-BI-10002794; 65,568 ;2;0,2;23,768
3028;CA-2014-106719;24/08/2014;24/08/2014;Same Day;RB-19645;United States;Billings;Montana;59102;West;OFF-BI-10002799; 8,288 ;2;0,2;2,694
3036;US-2015-123960;11/06/2015;16/06/2015;Standard Class;BD-11605;United States;Monroe;Louisiana;71203;South;OFF-BI-10002799; 36,260 ;7;0;16,68
3243;CA-2017-114524;31/03/2017;05/04/2017;Second Class;EG-13900;United States;Chicago;Illinois;60623;Central;OFF-BI-10002799; 13,468 ;13;0,8;-22,896
3809;CA-2015-113628;12/11/2015;19/11/2015;Standard Class;AH-10690;United States;Plantation;Florida;33317;South;OFF-BI-10002799; 4,662 ;3;0,7;-3,73
5175;CA-2017-106432;19/10/2017;24/10/2017;Standard Class;CA-12265;United States;Waco;Texas;76706;Central;OFF-BI-10002799; 2,072 ;2;0,8;-3,522
5433;CA-2017-117422;21/10/2017;25/10/2017;Standard Class;FC-14245;United States;Lakewood;Ohio;44107;East;OFF-BI-10002799; 6,216 ;4;0,7;-4,973
8791;CA-2015-169572;06/09/2015;12/09/2015;Standard Class;AG-10525;United States;Richmond;Virginia;23223;South;OFF-BI-10002799; 46,620 ;9;0;21,445
1285;US-2015-149692;06/12/2015;12/12/2015;Standard Class;KW-16435;United States;Austin;Texas;78745;Central;OFF-BI-10002813; 2,772 ;7;0,8;-4,851
1686;CA-2017-149489;24/04/2017;27/04/2017;First Class;DK-12835;United States;Philadelphia;Pennsylvania;19143;East;OFF-BI-10002813; 1,188 ;2;0,7;-0,99
3486;CA-2016-151169;21/10/2016;26/10/2016;Standard Class;MY-18295;United States;Newark;Delaware;19711;East;OFF-BI-10002813; 7,920 ;4;0;3,564
4117;CA-2015-153416;24/11/2015;29/11/2015;Standard Class;TS-21340;United States;Los Angeles;California;90036;West;OFF-BI-10002813; 3,168 ;2;0,2;0,99
6090;US-2017-162068;28/12/2017;31/12/2017;Second Class;PC-18745;United States;Loveland;Colorado;80538;West;OFF-BI-10002813; 1,188 ;2;0,7;-0,99
7319;CA-2017-158120;17/11/2017;21/11/2017;Standard Class;KH-16330;United States;Hillsboro;Oregon;97123;West;OFF-BI-10002813; 4,158 ;7;0,7;-3,465
7907;US-2015-118766;15/10/2015;22/10/2015;Standard Class;LS-16975;United States;Dallas;Texas;75217;Central;OFF-BI-10002813; 3,960 ;10;0,8;-6,93
8942;CA-2016-159023;03/11/2016;05/11/2016;First Class;NW-18400;United States;Portland;Oregon;97206;West;OFF-BI-10002813; 4,158 ;7;0,7;-3,465
619;CA-2017-117947;18/08/2017;23/08/2017;Second Class;NG-18355;United States;New York City;New York;10011;East;OFF-BI-10002824; 107,424 ;9;0,2;33,57
1721;CA-2016-169943;19/05/2016;24/05/2016;Standard Class;BN-11515;United States;New York City;New York;10011;East;OFF-BI-10002824; 47,744 ;4;0,2;14,92
4737;CA-2015-155054;13/06/2015;19/06/2015;Standard Class;PS-19045;United States;Lewiston;Maine;4240;East;OFF-BI-10002824; 29,840 ;2;0;13,428
6671;CA-2017-161088;25/05/2017;29/05/2017;Standard Class;MH-18115;United States;Columbus;Georgia;31907;South;OFF-BI-10002824; 29,840 ;2;0;13,428
6916;CA-2014-142510;22/12/2014;29/12/2014;Standard Class;NP-18700;United States;Chicago;Illinois;60623;Central;OFF-BI-10002824; 17,904 ;6;0,8;-31,332
7056;CA-2016-165330;11/12/2016;11/12/2016;Same Day;WB-21850;United States;Anaheim;California;92804;West;OFF-BI-10002824; 35,808 ;3;0,2;11,19
7267;CA-2017-122987;16/08/2017;16/08/2017;Same Day;SJ-20215;United States;Columbia;Tennessee;38401;South;OFF-BI-10002824; 13,428 ;3;0,7;-11,19
7522;CA-2016-162383;05/09/2016;11/09/2016;Standard Class;MD-17350;United States;Lancaster;Ohio;43130;East;OFF-BI-10002824; 8,952 ;2;0,7;-7,46
7643;US-2016-157490;06/10/2016;07/10/2016;First Class;LB-16795;United States;Pueblo;Colorado;81001;West;OFF-BI-10002824; 17,904 ;4;0,7;-14,92
656;CA-2016-137239;22/08/2016;28/08/2016;Standard Class;CR-12730;United States;Columbus;Ohio;43229;East;OFF-BI-10002827; 3,318 ;2;0,7;-2,654
1519;CA-2014-111059;03/02/2014;06/02/2014;Second Class;TB-21400;United States;Seattle;Washington;98105;West;OFF-BI-10002827; 13,272 ;3;0,2;4,313
2971;CA-2017-167941;06/11/2017;09/11/2017;Second Class;JF-15565;United States;Fayetteville;North Carolina;28314;South;OFF-BI-10002827; 13,272 ;8;0,7;-10,618
4669;US-2017-133200;06/05/2017;11/05/2017;Standard Class;DB-13555;United States;Fort Worth;Texas;76106;Central;OFF-BI-10002827; 11,060 ;10;0,8;-18,802
5185;CA-2017-163335;24/09/2017;27/09/2017;First Class;AG-10675;United States;Columbus;Georgia;31907;South;OFF-BI-10002827; 38,710 ;7;0;17,807
5243;CA-2017-146367;04/08/2017;08/08/2017;Standard Class;HM-14860;United States;Carrollton;Texas;75007;Central;OFF-BI-10002827; 3,318 ;3;0,8;-5,641
95;CA-2015-149587;31/01/2015;05/02/2015;Second Class;KB-16315;United States;Minneapolis;Minnesota;55407;Central;OFF-BI-10002852; 32,960 ;2;0;16,15
222;CA-2015-169397;24/12/2015;27/12/2015;First Class;JB-15925;United States;Dublin;Ohio;43017;East;OFF-BI-10002852; 19,776 ;4;0,7;-13,843
1381;CA-2014-126361;04/08/2014;09/08/2014;Second Class;VD-21670;United States;Pleasant Grove;Utah;84062;West;OFF-BI-10002852; 13,184 ;1;0,2;4,779
2774;CA-2016-131576;22/11/2016;26/11/2016;Standard Class;RD-19585;United States;Detroit;Michigan;48205;Central;OFF-BI-10002852; 49,440 ;3;0;24,226
2914;CA-2014-113929;16/06/2014;21/06/2014;Standard Class;CK-12205;United States;Hempstead;New York;11550;East;OFF-BI-10002852; 39,552 ;3;0,2;14,338
4725;CA-2016-131968;11/11/2016;15/11/2016;Standard Class;LB-16795;United States;Apopka;Florida;32712;South;OFF-BI-10002852; 9,888 ;2;0,7;-6,922
6841;CA-2015-166338;06/12/2015;07/12/2015;First Class;MP-18175;United States;Troy;Ohio;45373;East;OFF-BI-10002852; 14,832 ;3;0,7;-10,382
7895;CA-2017-124744;21/06/2017;25/06/2017;Standard Class;EH-14125;United States;Wheeling;West Virginia;26003;East;OFF-BI-10002852; 82,400 ;5;0;40,376
